trip_id,trip_type,service_date,bus_id,slot_type,desired_start_dt,candidate_start_dt,latest_start_dt,available_after_dt,required_buffer_min,projected_span_min,split_reset_flag,variant_seed,feasible_flag,reason
ORT_0049,IN,2026-04-06,6,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-07 01:16:44.400000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,6,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-07 01:16:44.400000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,6,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-07 01:16:44.400000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,7,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-06 22:18:58.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,7,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-06 22:18:58.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,7,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-06 22:18:58.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,7,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-06 22:18:58.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,7,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-06 22:18:58.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,8,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-06 21:15:06.000000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,8,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-06 21:15:06.000000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,8,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-06 21:15:06.000000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,8,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-06 21:15:06.000000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,8,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-06 21:15:06.000000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,9,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-06 21:54:39.600000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,9,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-06 21:54:39.600000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,9,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-06 21:54:39.600000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,9,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-06 21:54:39.600000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,9,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-06 21:54:39.600000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,10,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-06 21:18:11.400000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,10,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-06 21:18:11.400000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,10,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-06 21:18:11.400000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,10,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-06 21:18:11.400000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,10,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-06 21:18:11.400000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,11,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:12.600000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,11,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:12.600000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,11,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:12.600000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,11,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:12.600000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,11,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-06 22:02:12.600000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,12,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-07 00:25:25.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,12,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-07 00:25:25.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,12,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-07 00:25:25.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,12,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-07 00:25:25.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,12,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-07 00:25:25.200000,30,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,13,evening,2026-04-06 08:45:00,,2026-04-06 08:55:37.097964,2026-04-07 00:27:49.200000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,13,evening,2026-04-06 08:30:00,,2026-04-06 08:55:37.097964,2026-04-07 00:27:49.200000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,13,evening,2026-04-06 09:00:00,,2026-04-06 08:55:37.097964,2026-04-07 00:27:49.200000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,13,evening,2026-04-06 08:15:00,,2026-04-06 08:55:37.097964,2026-04-07 00:27:49.200000,20,0.0,False,0,False,buffer_violation
ORT_0049,IN,2026-04-06,13,evening,2026-04-06 09:15:00,,2026-04-06 08:55:37.097964,2026-04-07 00:27:49.200000,20,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,1,morning,2026-04-07 08:45:00,,2026-04-07 08:45:20.793496,2026-04-07 21:30:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,1,morning,2026-04-07 08:30:00,,2026-04-07 08:45:20.793496,2026-04-07 21:30:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,1,morning,2026-04-07 09:00:00,,2026-04-07 08:45:20.793496,2026-04-07 21:30:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,1,morning,2026-04-07 08:15:00,,2026-04-07 08:45:20.793496,2026-04-07 21:30:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,1,morning,2026-04-07 09:15:00,,2026-04-07 08:45:20.793496,2026-04-07 21:30:01.200000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,2,morning,2026-04-07 08:45:00,,2026-04-07 08:45:20.793496,2026-04-07 17:15:02.400000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,2,morning,2026-04-07 08:30:00,,2026-04-07 08:45:20.793496,2026-04-07 17:15:02.400000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,2,morning,2026-04-07 09:00:00,,2026-04-07 08:45:20.793496,2026-04-07 17:15:02.400000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,2,morning,2026-04-07 08:15:00,,2026-04-07 08:45:20.793496,2026-04-07 17:15:02.400000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,2,morning,2026-04-07 09:15:00,,2026-04-07 08:45:20.793496,2026-04-07 17:15:02.400000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,3,morning,2026-04-07 08:45:00,,2026-04-07 08:45:20.793496,2026-04-07 18:07:33.600000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,3,morning,2026-04-07 08:30:00,,2026-04-07 08:45:20.793496,2026-04-07 18:07:33.600000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,3,morning,2026-04-07 09:00:00,,2026-04-07 08:45:20.793496,2026-04-07 18:07:33.600000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,3,morning,2026-04-07 08:15:00,,2026-04-07 08:45:20.793496,2026-04-07 18:07:33.600000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,3,morning,2026-04-07 09:15:00,,2026-04-07 08:45:20.793496,2026-04-07 18:07:33.600000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,4,morning,2026-04-07 08:45:00,,2026-04-07 08:45:20.793496,2026-04-07 11:21:13.800000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,4,morning,2026-04-07 08:30:00,,2026-04-07 08:45:20.793496,2026-04-07 11:21:13.800000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,4,morning,2026-04-07 09:00:00,,2026-04-07 08:45:20.793496,2026-04-07 11:21:13.800000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,4,morning,2026-04-07 08:15:00,,2026-04-07 08:45:20.793496,2026-04-07 11:21:13.800000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,4,morning,2026-04-07 09:15:00,,2026-04-07 08:45:20.793496,2026-04-07 11:21:13.800000,30,0.0,False,0,False,buffer_violation
ORT_0082,IN,2026-04-07,5,morning,2026-04-07 08:45:00,,2026-04-07 08:45:20.793496,2026-04-07 07:59:37.800000,20,629.65,False,0,False,duty_span_block
ORT_0082,IN,2026-04-07,5,morning,2026-04-07 08:30:00,,2026-04-07 08:45:20.793496,2026-04-07 07:59:37.800000,20,614.65,False,0,False,duty_span_block
ORT_0082,IN,2026-04-07,5,morning,2026-04-07 09:00:00,,2026-04-07 08:45:20.793496,2026-04-07 07:59:37.800000,20,644.65,False,0,False,duty_span_block
ORT_0082,IN,2026-04-07,5,morning,2026-04-07 08:15:00,,2026-04-07 08:45:20.793496,2026-04-07 07:59:37.800000,20,604.28,False,0,False,duty_span_block
ORT_0082,IN,2026-04-07,5,morning,2026-04-07 09:15:00,,2026-04-07 08:45:20.793496,2026-04-07 07:59:37.800000,20,659.65,False,0,False,duty_span_block
